"","X","country","pubbel1","pubbel2","pubbel3","pubbel4","othbel1","othbel2","pubact1","pubact2","priact1","priact2","iden1","iden2","iden3","sex","age","educ","wrkstat","ethnic","denom","marital"
"79230",79230,840,4,2,1,5,2,1,7,0,1,2,2,4,10,1,44,7,1,8001,53,1
"79231",79231,840,1,4,5,1,2,1,1,2,1,2,1,1,10,1,43,5,3,1400,62,1
"79232",79232,840,3,4,4,4,2,2,1,2,1,1,1,1,10,2,26,7,1,1400,53,6
"79233",79233,840,2,4,5,4,2,1,7,0,1,2,1,2,10,1,76,5,4,1400,0,1
"79234",79234,840,2,4,1,4,2,1,3,2,1,2,1,2,9,1,65,5,4,1400,62,1
"79235",79235,840,2,4,1,5,2,1,7,1,1,2,1,2,9,2,59,7,1,1400,62,1
"79236",79236,840,4,4,1,1,2,1,7,0,1,3,1,1,10,2,47,5,3,1400,0,1
"79237",79237,840,1,4,5,1,2,1,2,1,1,2,1,1,10,2,20,6,1,1400,53,6
"79238",79238,840,3,4,2,4,2,1,4,1,1,1,1,2,10,2,34,6,1,1250,64,1
"79239",79239,840,4,2,5,1,2,1,7,0,1,3,1,2,6,2,61,5,5,1400,64,1
"79240",79240,840,2,4,5,5,2,1,2,2,1,3,1,1,10,1,33,7,1,1400,62,1
"79241",79241,840,3,4,1,4,1,3,3,2,1,1,2,2,9,2,73,7,4,1400,62,3
"79242",79242,840,1,4,4,4,2,4,1,2,1,2,1,1,10,2,52,5,8,200,62,4
"79243",79243,840,3,2,2,5,2,4,7,0,1,2,2,3,9,1,44,6,1,1400,62,1
"79244",79244,840,3,1,1,1,2,1,7,1,1,1,1,1,10,2,77,8,4,1400,62,3
"79245",79245,840,4,-2,-2,-2,1,-2,7,0,2,3,3,4,1,1,22,5,1,1400,0,6
"79246",79246,840,3,4,1,5,2,5,7,0,2,4,2,4,1,2,47,6,1,1400,64,4
"79247",79247,840,-5,-5,-5,-5,2,-5,-5,2,-5,-5,-5,1,-5,1,64,8,4,1400,-5,1
"79248",79248,840,2,2,5,2,2,1,2,2,1,2,1,2,10,2,22,6,3,1400,53,6
"79249",79249,840,2,4,2,2,2,1,2,2,1,1,1,1,9,2,73,5,8,200,53,3
"79250",79250,840,1,2,4,2,2,1,3,1,1,2,1,2,10,2,44,7,1,1400,62,1
"79251",79251,840,4,5,2,5,2,3,7,0,2,3,3,4,1,1,33,6,1,1250,0,1
"79252",79252,840,4,2,4,4,2,3,1,2,1,1,1,1,10,2,18,6,8,8000,49,6
"79253",79253,840,3,4,4,4,2,-2,5,0,1,2,1,1,10,1,48,7,1,1250,62,1
"79254",79254,840,1,4,5,2,2,5,4,0,1,1,1,2,10,2,27,4,1,1400,53,6
"79255",79255,840,3,1,1,1,2,1,6,0,1,2,1,1,10,2,50,6,1,200,0,1
"79256",79256,840,3,4,1,4,2,2,7,0,1,1,1,3,9,2,34,7,1,1400,0,6
"79257",79257,840,2,2,2,2,2,1,6,0,1,3,1,2,6,1,36,6,7,8001,0,1
"79258",79258,840,4,5,1,5,2,2,7,0,2,2,3,4,1,2,30,6,1,1400,0,1
"79259",79259,840,2,4,2,4,2,1,2,2,2,2,1,2,9,2,67,5,4,1400,64,3
"79260",79260,840,2,4,4,4,2,1,3,2,1,1,1,1,10,1,20,4,1,200,0,6
"79261",79261,840,3,5,2,4,2,1,6,0,1,2,2,3,6,2,43,7,1,1400,0,1
"79262",79262,840,2,4,1,4,2,5,1,2,1,2,1,1,10,1,50,5,8,1400,53,6
"79263",79263,840,2,4,1,5,2,1,2,2,1,2,1,1,10,2,30,6,5,1400,53,1
"79264",79264,840,3,4,2,4,1,2,7,1,1,2,2,3,8,1,59,8,1,1400,62,6
"79265",79265,840,1,1,5,1,2,1,2,1,1,1,1,1,10,2,29,5,7,1250,53,1
"79266",79266,840,4,5,1,5,1,6,7,0,1,3,3,4,1,1,37,7,1,1400,0,1
"79267",79267,840,3,4,4,4,2,4,6,0,1,3,2,3,4,1,36,7,3,1400,62,6
"79268",79268,840,2,2,4,2,2,1,3,1,1,1,1,2,10,1,37,5,1,1400,53,1
"79269",79269,840,1,1,4,4,2,5,4,1,2,1,1,1,10,1,33,5,1,8001,0,1
"79270",79270,840,3,1,4,2,2,3,2,1,1,2,-2,2,5,1,33,5,1,1400,62,1
"79271",79271,840,1,2,5,1,2,2,2,2,1,2,1,1,10,1,37,6,1,1400,62,3
"79272",79272,840,2,4,4,4,1,6,4,1,1,2,1,1,6,2,35,4,5,1250,0,4
"79273",79273,840,1,1,4,1,2,1,1,2,1,3,1,2,9,2,19,6,8,1400,53,6
"79274",79274,840,1,2,2,4,1,7,1,2,1,3,1,1,10,1,22,4,1,1250,64,1
"79275",79275,840,3,4,4,4,2,9,7,0,1,2,1,2,3,2,45,5,1,1400,0,1
"79276",79276,840,-2,4,2,4,1,5,7,0,1,3,1,3,6,1,54,4,7,1400,62,1
"79277",79277,840,1,2,-2,5,2,2,1,2,1,2,1,1,10,1,60,6,8,1400,62,1
"79278",79278,840,2,1,5,4,2,1,2,2,1,1,1,1,10,2,46,5,1,1400,62,3
"79279",79279,840,2,4,2,2,1,1,3,1,1,1,1,1,5,2,54,6,1,1400,0,1
"79280",79280,840,2,4,5,2,2,1,1,2,1,2,1,1,10,1,36,5,1,1400,62,4
"79281",79281,840,3,5,1,4,2,1,6,1,1,2,1,2,10,1,57,5,4,1400,64,1
"79282",79282,840,2,4,4,2,2,1,2,2,1,2,2,1,10,2,21,5,1,1250,53,6
"79283",79283,840,2,1,4,2,2,1,6,1,1,2,1,1,10,1,69,3,1,200,62,1
"79284",79284,840,3,5,1,5,2,2,7,0,2,3,3,4,1,1,38,6,1,1400,0,3
"79285",79285,840,2,4,2,4,2,1,2,2,1,2,1,1,10,2,22,6,1,1400,62,6
"79286",79286,840,3,5,1,5,1,1,7,1,1,3,2,3,6,1,59,7,1,200,62,1
"79287",79287,840,4,5,1,5,1,1,7,0,1,1,2,4,1,2,60,6,7,1250,0,1
"79288",79288,840,2,4,4,4,2,1,2,1,1,1,1,1,10,2,38,6,1,1400,53,1
"79289",79289,840,2,4,1,4,2,1,7,0,1,3,2,2,4,2,58,8,1,1400,0,6
"79290",79290,840,3,4,1,1,1,1,2,1,1,3,1,1,8,2,51,5,1,1400,64,6
"79291",79291,840,3,4,4,4,2,5,6,1,1,1,1,1,10,1,43,6,1,200,53,1
"79292",79292,840,1,1,4,1,2,1,1,2,1,1,1,1,10,2,75,5,4,1400,64,1
"79293",79293,840,1,1,5,1,2,2,1,2,1,1,1,1,10,2,54,6,1,200,62,1
"79294",79294,840,3,5,4,4,2,1,7,0,1,2,1,3,8,2,28,7,1,1400,0,6
"79295",79295,840,3,4,1,4,2,3,7,0,1,1,2,2,6,2,29,5,7,1400,0,1
"79296",79296,840,3,2,4,5,2,1,6,1,1,2,1,2,9,2,59,6,1,1400,62,3
"79297",79297,840,3,5,1,4,2,6,3,1,2,3,2,4,3,1,21,5,1,1400,64,6
"79298",79298,840,2,1,2,4,2,1,6,0,1,2,1,1,10,1,57,5,1,200,62,1
"79299",79299,840,3,5,1,5,2,2,3,0,1,2,2,3,7,2,19,4,1,1400,62,6
"79300",79300,840,1,4,4,1,2,1,1,2,1,1,1,1,10,1,38,5,1,1250,53,1
"79301",79301,840,1,5,4,4,2,1,2,1,1,3,1,1,10,2,20,6,1,1250,64,6
"79302",79302,840,1,4,1,1,2,1,7,1,1,2,1,2,10,2,49,5,1,1400,64,1
"79303",79303,840,3,5,2,4,2,1,6,0,1,3,1,4,3,1,36,5,7,1400,0,6
"79304",79304,840,4,5,1,5,1,3,7,0,2,2,3,4,7,1,29,6,1,1400,62,1
"79305",79305,840,2,4,1,5,2,2,2,1,1,2,2,2,10,1,39,5,1,1250,64,1
"79306",79306,840,2,2,5,2,2,1,6,0,1,2,1,1,10,1,27,6,1,1400,53,1
"79307",79307,840,1,2,4,2,2,1,2,1,1,1,1,1,10,1,18,4,1,1400,62,6
"79308",79308,840,1,4,4,4,2,2,1,2,1,2,1,1,10,2,66,4,8,200,0,5
"79309",79309,840,2,2,4,2,2,1,7,0,1,3,1,3,8,2,45,6,1,1400,62,6
"79310",79310,840,2,5,2,4,2,1,2,2,2,2,1,2,6,2,42,8,3,1400,64,1
"79311",79311,840,2,1,2,2,2,1,1,2,1,2,2,1,10,2,37,5,1,1250,53,4
"79312",79312,840,3,4,1,5,2,1,5,0,1,2,2,-2,10,2,53,5,7,200,53,1
"79313",79313,840,1,2,5,1,2,1,1,2,1,1,1,1,10,1,72,5,4,1400,62,1
"79314",79314,840,3,4,4,4,2,6,6,1,1,2,1,1,10,1,67,4,4,1250,53,1
"79315",79315,840,2,2,4,2,2,2,2,2,1,1,1,1,10,2,33,6,1,200,53,1
"79316",79316,840,1,1,5,1,2,1,1,2,1,2,1,1,10,1,33,5,1,1400,53,1
"79317",79317,840,2,5,2,4,2,1,7,1,2,2,2,3,5,1,20,6,7,1400,62,6
"79318",79318,840,3,5,1,4,2,1,7,0,1,2,2,2,6,1,47,5,1,1400,0,1
"79319",79319,840,3,2,4,4,2,1,5,0,1,1,1,1,10,1,53,5,1,200,53,3
"79320",79320,840,2,4,4,4,2,1,3,0,1,2,1,2,10,1,37,7,1,1400,62,1
"79321",79321,840,2,4,4,4,1,5,7,0,2,2,2,3,5,1,26,5,1,1250,0,1
"79322",79322,840,2,4,2,2,1,1,7,0,1,2,1,3,9,1,19,4,7,1400,62,6
"79323",79323,840,2,1,4,1,2,1,1,2,1,2,1,1,10,1,52,3,1,1400,62,1
"79324",79324,840,1,1,4,4,2,1,1,2,1,2,1,1,10,2,72,5,8,1400,62,5
"79325",79325,840,2,5,5,1,2,1,2,1,1,2,1,1,10,2,41,5,5,1400,64,1
"79326",79326,840,2,4,4,4,2,5,7,0,2,4,2,3,5,1,46,5,1,1400,0,1
"79327",79327,840,1,1,4,1,2,1,1,2,1,2,1,1,10,1,22,5,1,1400,62,6
"79328",79328,840,1,5,1,1,1,1,2,2,1,3,1,2,10,1,51,6,1,200,53,3
"79329",79329,840,1,2,5,1,2,2,2,2,1,2,1,1,10,2,61,7,4,1400,53,1
"79330",79330,840,2,4,4,4,2,1,4,1,1,2,1,2,10,2,27,7,5,1400,62,1
"79331",79331,840,4,4,2,5,2,1,7,0,1,2,2,3,6,2,40,7,1,1400,62,1
"79332",79332,840,2,4,1,2,2,1,2,2,1,2,1,1,10,2,22,7,1,1400,62,6
"79333",79333,840,1,2,1,4,2,2,1,2,1,2,1,1,10,1,23,6,1,200,62,1
"79334",79334,840,2,2,2,4,2,2,1,2,1,2,1,1,10,2,28,5,1,1250,53,3
"79335",79335,840,3,2,4,2,2,4,5,0,1,1,1,3,5,1,36,5,1,1250,0,1
"79336",79336,840,2,2,1,2,2,1,2,1,1,2,1,2,10,1,21,6,3,1400,62,6
"79337",79337,840,1,4,2,4,2,1,1,2,1,1,1,2,10,2,44,6,3,1400,62,3
"79338",79338,840,4,5,1,4,1,1,-2,0,2,3,3,4,1,1,50,5,8,1400,0,3
"79339",79339,840,2,4,4,4,2,5,6,1,1,2,1,1,7,2,44,4,8,1400,53,1
"79340",79340,840,1,2,4,1,2,1,2,2,1,1,1,1,10,2,69,5,4,1400,62,1
"79341",79341,840,2,4,4,4,2,3,3,1,1,2,1,2,10,2,45,8,1,1400,62,1
"79342",79342,840,-2,-2,-2,-2,2,-2,4,0,2,3,2,4,6,1,22,5,1,1400,0,6
"79343",79343,840,1,1,5,1,2,1,2,2,1,2,1,1,10,2,48,5,1,1400,53,1
"79344",79344,840,3,4,1,2,2,2,7,0,1,2,1,3,2,2,28,7,1,1400,0,6
"79345",79345,840,1,4,4,2,2,1,2,1,1,2,1,1,10,1,19,4,1,1400,53,6
"79346",79346,840,2,4,4,4,1,5,3,1,1,3,1,2,9,2,43,6,1,1400,62,1
"79347",79347,840,1,2,1,4,2,3,4,1,1,3,1,1,10,1,32,7,1,1400,62,1
"79348",79348,840,1,1,5,1,2,1,2,2,1,1,1,1,10,1,52,9,1,1400,53,1
"79349",79349,840,2,2,4,2,2,2,2,2,1,2,1,1,10,2,51,6,1,1400,64,1
"79350",79350,840,-5,-5,-5,-5,2,-5,-5,1,-5,-5,-5,1,-5,2,43,5,8,200,-5,6
"79351",79351,840,2,2,4,4,1,2,2,2,1,1,1,1,10,2,63,5,4,1400,64,1
"79352",79352,840,3,1,5,1,2,1,7,1,1,3,1,1,10,1,21,5,8,1400,0,6
"79353",79353,840,2,5,1,5,2,10,7,0,2,3,2,4,1,1,59,7,1,1400,0,1
"79354",79354,840,3,4,1,5,1,1,4,1,1,1,1,2,8,1,29,9,1,1400,64,1
"79355",79355,840,2,1,4,1,2,1,2,2,1,2,1,1,10,1,54,5,1,1400,62,1
"79356",79356,840,2,4,4,2,2,2,5,1,1,2,1,2,8,1,54,5,1,1400,62,1
"79357",79357,840,2,1,2,4,2,2,4,1,1,2,1,3,10,2,54,5,3,1400,62,1
"79358",79358,840,2,4,4,4,2,1,2,2,1,1,1,2,10,1,34,8,1,8000,62,1
"79359",79359,840,2,5,2,5,2,1,2,2,1,2,1,1,9,2,62,3,1,1400,64,1
"79360",79360,840,1,4,2,5,2,1,7,1,1,1,1,1,10,2,50,5,8,1400,64,3
"79361",79361,840,1,2,4,1,2,2,2,2,1,3,1,1,10,1,42,6,1,1400,53,1
"79362",79362,840,2,4,1,2,2,1,2,2,1,3,1,1,9,2,68,6,4,1400,64,1
"79363",79363,840,3,5,2,4,2,1,7,0,2,2,2,3,1,1,39,5,1,1400,53,6
"79364",79364,840,2,2,2,2,2,5,1,2,1,1,1,1,10,1,57,4,8,200,53,4
"79365",79365,840,2,4,4,4,2,1,5,1,1,1,1,1,10,2,54,7,8,1250,62,6
"79366",79366,840,4,5,1,5,1,1,7,0,1,4,1,3,10,1,47,6,8,1400,64,6
"79367",79367,840,2,4,5,1,2,1,2,2,1,2,1,1,10,1,87,7,3,1400,62,1
"79368",79368,840,3,5,1,5,2,1,7,0,2,4,2,4,2,2,52,6,1,1400,0,1
"79369",79369,840,3,5,1,5,2,1,2,1,1,3,2,3,3,2,36,6,5,1400,62,1
"79370",79370,840,3,4,2,2,2,1,7,1,1,2,1,3,6,1,54,5,1,1400,64,1
"79371",79371,840,1,4,2,4,2,1,2,2,1,1,1,1,10,2,45,7,1,1400,64,1
"79372",79372,840,2,1,1,1,2,5,3,2,1,1,1,2,10,1,48,8,1,8000,62,1
"79373",79373,840,3,4,5,4,2,1,2,2,1,1,1,1,10,2,29,7,5,1400,62,1
"79374",79374,840,2,4,4,2,2,3,2,2,1,3,1,1,10,2,58,7,4,1400,62,1
"79375",79375,840,1,1,5,1,2,1,1,2,1,3,1,1,10,2,46,5,1,200,53,6
"79376",79376,840,2,4,1,5,1,1,3,0,1,2,1,2,10,2,46,5,5,1400,0,1
"79377",79377,840,2,1,5,1,2,1,1,2,1,1,1,1,10,2,60,5,5,1400,62,1
"79378",79378,840,-2,2,4,2,2,1,4,1,1,-2,1,1,10,1,40,4,1,1400,64,1
"79379",79379,840,4,4,5,5,2,2,7,0,2,3,2,3,1,1,57,5,8,1400,0,3
"79380",79380,840,3,2,2,4,2,1,3,1,2,2,1,2,7,1,63,7,1,1400,62,1
"79381",79381,840,2,4,4,4,2,1,4,1,1,3,1,2,10,2,41,5,1,1250,64,6
"79382",79382,840,1,4,5,2,2,1,1,2,1,1,1,1,10,1,23,7,1,1400,62,6
"79383",79383,840,4,5,1,5,2,1,7,0,2,2,2,3,3,2,56,9,3,1400,42,3
"79384",79384,840,2,4,1,2,2,1,6,0,1,1,1,3,10,1,47,5,1,1400,53,1
"79385",79385,840,1,1,1,1,2,1,3,1,1,1,1,1,10,2,33,5,1,200,53,6
"79386",79386,840,3,5,1,1,2,1,7,1,1,2,2,2,10,2,56,5,8,1400,64,6
"79387",79387,840,2,1,4,1,2,5,3,2,1,1,1,1,10,2,28,8,7,1400,53,6
"79388",79388,840,4,4,5,4,2,10,7,0,1,2,2,4,9,1,54,7,1,1400,64,3
"79389",79389,840,2,2,2,2,1,1,4,1,1,2,1,2,10,2,60,5,1,1400,64,1
"79390",79390,840,3,4,2,5,2,1,5,0,1,2,1,3,9,2,52,7,7,1400,0,1
"79391",79391,840,1,4,5,2,2,1,1,2,1,2,1,1,10,2,75,6,4,1400,64,5
"79392",79392,840,3,4,1,4,2,5,7,1,1,2,1,2,9,1,39,7,1,1400,0,6
"79393",79393,840,2,4,4,4,2,5,7,0,1,2,2,2,10,1,33,5,1,1400,0,1
"79394",79394,840,2,4,4,4,2,2,7,0,1,3,1,2,6,1,39,5,3,1400,62,1
"79395",79395,840,2,1,4,4,2,1,1,2,1,1,1,1,10,2,43,7,1,200,53,6
"79396",79396,840,3,1,1,1,2,1,2,2,1,3,1,1,10,2,59,3,8,200,53,3
"79397",79397,840,1,2,5,4,2,1,6,1,1,1,1,2,10,1,30,7,1,1400,62,1
"79398",79398,840,2,1,5,1,2,1,2,2,1,1,1,1,10,1,81,5,4,1400,62,1
"79399",79399,840,2,4,4,4,1,1,3,2,1,3,1,2,10,1,56,7,1,1400,64,6
"79400",79400,840,2,4,4,4,2,3,7,0,1,2,1,2,10,2,42,5,1,1400,0,5
"79401",79401,840,3,4,1,1,2,1,7,0,1,1,1,3,10,1,64,5,4,1400,0,3
"79402",79402,840,3,4,4,2,1,1,4,0,1,2,2,3,7,1,66,3,4,1400,64,1
"79403",79403,840,2,4,2,4,2,5,7,0,1,2,1,2,10,2,23,5,8,8001,0,4
"79404",79404,840,2,2,2,2,2,2,5,1,1,2,1,1,10,2,59,7,4,1400,62,3
"79405",79405,840,3,5,1,5,2,1,7,0,2,2,2,3,6,2,27,7,1,1400,0,1
"79406",79406,840,1,5,5,4,2,2,3,1,1,3,1,3,8,2,26,5,5,1400,64,1
"79407",79407,840,1,1,5,1,2,1,5,1,1,1,1,2,10,2,25,7,1,1400,64,6
"79408",79408,840,2,1,1,1,2,5,3,1,1,1,1,1,10,1,48,4,7,200,0,6
"79409",79409,840,4,-5,-5,-5,1,-5,-5,0,-5,-5,-5,4,-5,2,50,6,3,1400,-5,1
"79410",79410,840,1,4,4,4,2,5,2,2,1,1,1,1,5,1,70,3,4,200,53,5
"79411",79411,840,2,4,4,4,2,1,7,1,1,1,1,1,10,1,39,5,8,1400,0,1
"79412",79412,840,1,4,1,2,2,1,2,1,1,1,1,1,10,2,71,5,4,200,62,5
"79413",79413,840,2,4,4,4,2,2,6,0,1,3,1,3,10,1,37,5,1,1400,62,1
"79414",79414,840,-5,-5,-5,-5,2,-5,-5,0,-5,-5,-5,4,-5,1,22,6,7,1400,-5,6
"79415",79415,840,2,4,4,2,2,1,1,2,1,1,1,1,10,2,27,7,1,1400,62,3
"79416",79416,840,3,4,4,4,2,3,6,1,1,2,1,2,9,2,61,8,1,1400,64,1
"79417",79417,840,3,5,4,5,2,1,7,0,2,2,2,3,6,2,23,7,1,1400,64,6
"79418",79418,840,4,4,4,4,2,1,6,1,1,2,1,1,10,2,43,4,1,200,53,6
"79419",79419,840,1,1,2,2,2,2,2,2,1,1,1,1,10,2,32,5,1,200,53,6
"79420",79420,840,2,4,4,4,1,5,2,2,1,2,1,1,6,2,33,7,1,8000,64,1
"79421",79421,840,2,1,4,4,1,10,7,1,2,1,2,3,10,1,36,5,8,1400,0,1
"79422",79422,840,1,1,2,2,2,1,2,2,1,1,2,1,10,2,44,4,8,200,0,4
"79423",79423,840,2,-2,-2,-2,2,-2,2,1,1,2,1,2,9,1,31,7,1,8000,64,1
"79424",79424,840,1,2,5,2,2,1,1,2,1,1,1,1,10,2,25,7,1,1400,62,6
"79425",79425,840,3,2,4,2,2,1,7,0,1,2,1,2,9,2,27,5,1,1400,0,1
"79426",79426,840,2,5,4,4,2,6,2,2,1,2,1,1,10,1,66,7,4,200,-2,5
"79427",79427,840,1,1,5,4,2,1,1,2,1,1,1,2,10,2,36,6,1,200,53,6
"79428",79428,840,1,2,2,2,2,1,2,2,1,1,1,1,10,1,44,7,1,8001,53,6
"79429",79429,840,1,2,4,4,2,1,2,2,1,2,1,2,10,1,27,6,1,1400,62,6
"79430",79430,840,2,4,4,4,2,5,6,0,1,2,1,2,8,2,54,7,1,200,0,6
"79431",79431,840,4,5,1,4,1,6,7,0,2,3,2,4,1,1,46,8,3,1400,0,1
"79432",79432,840,3,5,1,5,2,7,4,1,1,3,1,3,6,1,57,8,1,1400,42,1
"79433",79433,840,2,4,1,1,2,1,6,2,1,1,1,2,10,2,55,6,8,1400,53,1
"79434",79434,840,2,2,2,2,2,1,2,2,1,2,1,1,10,2,50,8,8,1400,53,3
"79435",79435,840,4,5,1,5,2,5,7,0,1,2,2,3,1,2,79,5,5,1400,42,1
"79436",79436,840,3,4,2,2,1,1,6,1,2,3,1,2,7,1,43,5,1,1400,0,1
"79437",79437,840,2,2,-2,1,2,1,2,2,1,1,1,1,10,2,68,6,4,1400,62,1
"79438",79438,840,3,5,1,5,2,1,3,0,2,1,2,3,1,1,44,6,1,200,0,1
"79439",79439,840,2,4,2,2,1,4,7,1,1,1,2,3,7,1,37,5,1,1400,0,6
"79440",79440,840,1,2,1,2,2,1,2,2,1,1,1,1,10,2,71,6,4,1400,62,1
"79441",79441,840,3,1,2,1,2,1,6,0,1,3,2,3,10,1,48,7,1,1400,64,1
"79442",79442,840,2,1,5,1,2,1,6,0,1,1,1,1,10,2,50,5,5,1400,0,1
"79443",79443,840,2,4,1,1,2,1,4,1,1,1,1,1,10,2,45,5,1,1400,64,6
"79444",79444,840,-5,-5,-5,-5,1,-5,-5,2,-5,-5,-5,1,-5,2,44,7,3,8000,-5,1
"79445",79445,840,2,4,4,4,2,2,7,0,1,2,1,1,10,2,48,5,1,1400,0,1
"79446",79446,840,1,4,4,1,2,2,2,2,1,2,1,1,10,1,37,6,1,8000,62,6
"79447",79447,840,3,4,4,4,1,2,7,0,1,3,1,4,5,1,52,4,1,1250,-2,3
"79448",79448,840,4,1,1,1,2,1,1,2,1,1,1,1,10,1,51,7,1,200,53,1
"79449",79449,840,2,4,1,5,2,2,7,1,1,1,1,1,10,1,43,5,3,1400,64,6
"79450",79450,840,3,1,1,1,2,1,7,0,1,1,1,-2,10,1,65,3,8,1400,0,1
"79451",79451,840,1,4,4,4,2,5,2,2,1,1,1,1,5,2,20,6,7,200,53,6
"79452",79452,840,2,4,5,2,2,1,1,2,1,1,1,1,10,1,54,8,3,1400,62,1
"79453",79453,840,1,1,2,2,2,4,2,2,1,1,1,1,10,2,57,5,8,1400,62,3
"79454",79454,840,3,5,1,5,2,2,7,0,1,2,2,3,8,2,18,4,8,1400,0,6
"79455",79455,840,1,4,1,2,2,1,2,2,1,2,1,1,10,1,84,8,4,1400,62,1
"79456",79456,840,1,2,2,2,2,1,1,2,1,1,1,1,10,2,51,5,1,1400,62,1
"79457",79457,840,1,1,4,1,2,1,3,1,1,1,1,1,10,1,35,5,7,200,53,1
"79458",79458,840,2,2,5,1,2,1,1,2,1,2,1,1,10,2,53,5,1,1400,62,1
"79459",79459,840,3,1,4,5,2,3,7,0,1,2,1,3,10,1,52,5,8,1400,0,3
"79460",79460,840,2,4,4,4,2,1,4,1,1,2,1,1,10,1,44,5,8,200,62,3
"79461",79461,840,4,5,1,5,1,2,7,0,1,2,2,4,2,1,31,7,1,1400,64,6
"79462",79462,840,2,4,2,4,2,2,5,0,2,3,2,1,8,1,41,8,1,1400,62,6
"79463",79463,840,2,1,4,1,2,2,2,2,1,3,2,3,10,2,34,3,5,1250,0,1
"79464",79464,840,4,5,1,5,2,1,7,0,1,2,2,4,1,1,31,7,3,1400,0,1
"79465",79465,840,3,4,4,4,2,4,3,1,1,2,2,3,6,1,53,8,1,1400,64,1
"79466",79466,840,2,4,1,4,2,2,7,1,1,2,1,3,6,2,24,6,1,8001,62,6
"79467",79467,840,3,4,2,4,2,1,6,0,1,2,1,2,10,2,40,6,1,1250,0,1
"79468",79468,840,3,2,1,2,2,1,6,0,1,1,1,2,10,2,53,5,1,8001,0,4
"79469",79469,840,3,5,2,5,2,1,6,0,1,2,1,3,7,2,43,9,1,1400,64,6
"79470",79470,840,1,4,1,4,2,5,6,0,1,2,1,2,10,2,21,5,8,1400,62,6
"79471",79471,840,1,1,5,1,2,1,2,2,1,2,1,1,10,1,58,3,8,1400,53,1
"79472",79472,840,2,2,2,4,2,6,2,1,1,2,2,2,7,1,28,5,1,1400,0,3
"79473",79473,840,2,1,4,4,1,6,5,1,1,2,1,1,10,1,64,8,4,200,62,1
"79474",79474,840,1,1,5,2,2,1,1,2,1,1,1,1,10,2,45,6,8,1400,53,1
"79475",79475,840,2,4,1,5,2,1,7,1,1,2,2,2,5,2,36,7,5,1400,64,1
"79476",79476,840,1,4,4,1,1,1,6,1,1,4,1,1,10,2,40,5,1,1400,64,3
"79477",79477,840,1,4,2,4,2,1,3,2,1,2,1,1,10,2,58,5,1,1400,64,3
"79478",79478,840,-5,-5,-5,-5,2,-5,-5,1,-5,-5,-5,2,-5,1,52,7,7,1400,-5,6
"79479",79479,840,2,2,5,2,2,1,1,2,1,1,1,1,10,2,34,6,5,1400,53,1
