"","X","country","pubbel1","pubbel2","pubbel3","pubbel4","othbel1","othbel2","pubact1","pubact2","priact1","priact2","iden1","iden2","iden3","sex","age","educ","wrkstat","ethnic","denom","marital"
"79480",79480,840,2,4,2,2,2,4,7,0,1,2,1,1,10,2,52,5,5,1400,0,1
"79481",79481,840,1,-5,-5,-5,2,-5,-5,2,-5,-5,-5,1,-5,2,62,5,1,1400,-5,5
"79482",79482,840,3,5,1,4,2,1,7,0,1,3,1,3,7,2,63,8,8,8001,0,3
"79483",79483,840,1,4,4,4,2,5,3,1,1,2,1,1,6,1,20,6,1,200,53,6
"79484",79484,840,2,4,4,4,2,1,2,2,1,2,1,1,10,1,71,7,4,1250,53,1
"79485",79485,840,1,4,4,2,2,1,3,1,1,2,1,1,10,2,54,8,1,200,62,4
"79486",79486,840,2,1,1,1,2,5,6,0,1,1,1,2,10,1,64,7,4,1400,62,3
"79487",79487,840,2,5,1,5,2,1,3,1,1,1,1,1,10,1,36,5,1,1250,53,4
"79488",79488,840,2,4,2,4,2,1,1,2,1,3,1,1,10,2,64,5,4,1400,64,1
"79489",79489,840,1,1,4,2,2,1,2,2,1,1,1,1,10,2,35,5,1,1400,62,1
"79490",79490,840,1,1,4,1,2,1,7,1,1,1,1,1,10,2,30,5,5,1400,53,1
"79491",79491,840,2,5,2,4,2,1,7,1,1,2,1,3,7,1,37,7,1,1400,62,1
"79492",79492,840,3,4,4,2,2,4,2,2,1,2,1,1,8,2,22,8,1,8000,62,1
"79493",79493,840,1,2,4,2,2,3,3,2,1,1,1,1,10,2,59,7,7,1400,62,6
"79494",79494,840,3,5,2,5,2,2,6,1,1,2,1,2,7,1,49,9,1,1400,62,1
"79495",79495,840,2,4,2,2,2,1,2,2,1,3,1,1,10,1,47,6,1,200,53,3
"79496",79496,840,2,4,4,1,2,1,1,2,1,4,1,1,10,1,42,5,1,1400,0,1
"79497",79497,840,2,4,4,1,2,3,2,2,1,1,1,1,10,2,45,6,8,1400,62,1
"79498",79498,840,3,5,1,5,2,1,7,0,2,2,3,4,1,1,31,8,1,1400,0,1
"79499",79499,840,3,5,1,5,1,1,7,0,1,1,1,4,10,2,73,5,4,1400,0,5
"79500",79500,840,3,4,1,4,2,1,7,0,1,2,2,3,9,1,44,6,1,1400,0,4
"79501",79501,840,2,1,5,1,2,1,7,1,1,2,1,1,10,1,19,4,8,1400,53,6
"79502",79502,840,2,2,2,1,2,1,6,1,1,2,1,1,10,2,26,5,5,1400,53,1
"79503",79503,840,2,4,4,1,2,1,2,2,1,1,1,1,10,2,34,7,5,1400,53,1
"79504",79504,840,-5,-5,-5,-5,2,-5,-5,2,-5,-5,-5,2,-5,1,31,7,1,1400,-5,1
"79505",79505,840,4,5,1,5,1,1,7,0,1,2,1,4,9,2,39,5,1,1250,53,3
"79506",79506,840,1,1,4,1,2,1,1,2,1,1,1,1,10,2,40,5,5,1400,62,1
"79507",79507,840,1,5,2,4,2,1,1,2,1,1,1,1,10,2,28,8,5,1400,62,1
"79508",79508,840,1,1,4,1,2,1,-2,2,1,2,1,1,10,2,60,4,5,1400,62,1
"79509",79509,840,1,1,4,1,2,1,1,2,1,2,1,1,10,1,46,4,8,1250,53,1
"79510",79510,840,1,4,4,2,2,1,2,2,1,1,1,1,10,2,40,6,1,1400,64,1
"79511",79511,840,2,4,2,4,2,4,3,1,1,2,1,2,8,2,29,8,1,1400,62,1
"79512",79512,840,2,2,1,2,2,1,4,1,1,2,1,2,9,2,62,5,4,1400,64,1
"79513",79513,840,4,5,1,5,2,3,7,0,2,4,3,4,1,1,24,5,3,1400,0,6
"79514",79514,840,3,4,1,2,2,1,7,0,1,1,1,3,10,2,26,6,5,1250,64,1
"79515",79515,840,3,5,1,5,2,1,5,1,1,1,3,3,1,1,70,6,4,1400,42,1
"79516",79516,840,3,4,4,4,2,1,7,1,1,1,1,1,10,1,41,7,1,1400,62,6
"79517",79517,840,2,5,1,4,2,1,3,1,1,1,1,1,10,1,42,7,8,1400,62,1
"79518",79518,840,1,2,5,1,2,8,3,1,1,3,1,1,10,2,39,5,3,1400,64,1
"79519",79519,840,3,5,4,4,2,1,3,2,1,1,2,2,3,2,59,8,1,1400,0,1
"79520",79520,840,1,4,5,2,2,1,2,2,1,2,1,1,10,2,40,7,1,1250,53,1
"79521",79521,840,2,2,2,2,1,1,7,1,1,3,1,2,10,1,30,5,1,1400,0,6
"79522",79522,840,3,4,1,5,2,3,5,0,2,3,2,3,4,1,28,7,1,1400,0,1
"79523",79523,840,2,4,1,5,1,1,2,1,1,3,1,2,10,2,80,5,4,1250,64,5
"79524",79524,840,3,4,2,5,2,2,6,0,2,3,2,3,3,1,38,5,1,1400,0,1
"79525",79525,840,3,5,4,4,2,5,4,0,1,2,1,3,7,1,18,4,8,1250,0,6
"79526",79526,840,3,4,1,5,2,1,7,1,1,1,2,2,7,2,29,5,3,1250,53,1
"79527",79527,840,3,4,2,5,1,3,7,0,1,3,2,3,3,1,59,8,1,1400,0,1
"79528",79528,840,2,5,4,4,2,2,4,0,1,2,2,3,5,2,33,8,5,1400,64,1
"79529",79529,840,2,4,4,4,2,5,4,1,1,3,1,1,10,2,37,5,5,1400,64,3
"79530",79530,840,3,5,1,5,2,1,7,0,1,2,2,3,10,2,26,7,1,1400,0,6
"79531",79531,840,3,4,2,4,2,3,7,0,1,2,2,3,7,1,21,6,1,1400,0,6
"79532",79532,840,-2,-2,-2,-2,2,-2,-2,0,-2,-2,-2,4,-2,2,20,4,7,8001,-2,6
"79533",79533,840,2,4,1,4,2,1,4,1,1,2,1,2,8,2,22,7,1,1400,64,6
"79534",79534,840,1,4,4,2,2,1,2,2,1,2,1,1,10,2,35,6,5,1400,62,5
"79535",79535,840,2,4,4,4,2,1,1,-2,1,3,1,1,10,2,74,5,4,1250,62,4
"79536",79536,840,1,2,4,1,2,1,1,2,1,1,1,1,10,2,58,7,1,8001,64,6
"79537",79537,840,3,5,1,5,1,1,7,1,1,2,2,2,10,2,53,7,1,1400,62,6
"79538",79538,840,3,2,1,2,2,2,7,0,1,2,1,2,8,1,30,5,1,1400,0,1
"79539",79539,840,2,4,4,2,2,1,6,1,1,2,1,2,8,1,57,5,3,1400,62,1
"79540",79540,840,1,4,5,2,2,1,2,2,1,2,1,1,10,2,43,7,3,1400,53,3
"79541",79541,840,3,5,1,5,2,1,4,0,2,3,2,3,4,2,42,7,1,1400,64,5
"79542",79542,840,2,1,4,2,2,3,7,1,1,2,1,1,10,2,56,4,8,1400,62,3
"79543",79543,840,3,5,1,5,1,4,4,2,1,1,2,3,3,1,47,9,1,1250,64,1
"79544",79544,840,3,4,4,2,2,1,6,1,2,3,2,3,6,1,63,7,8,1400,64,1
"79545",79545,840,3,4,4,2,2,3,3,0,1,3,1,2,10,1,37,6,1,1400,0,6
"79546",79546,840,1,2,5,1,2,2,1,2,1,1,1,1,10,1,49,8,7,200,53,1
"79547",79547,840,2,4,2,4,2,3,3,1,1,1,1,1,10,2,32,8,1,200,62,1
"79548",79548,840,1,1,4,1,2,1,1,2,1,1,1,1,10,2,52,6,8,1250,-2,5
"79549",79549,840,3,1,2,4,2,3,7,1,1,2,1,2,9,1,58,6,4,1250,0,1
"79550",79550,840,2,4,4,4,2,1,4,1,1,2,1,2,10,1,35,7,1,1400,64,1
"79551",79551,840,2,4,2,2,2,2,7,0,1,2,1,2,9,2,55,5,1,200,0,6
"79552",79552,840,2,4,4,5,2,5,2,1,1,2,2,2,8,1,60,7,4,1400,64,1
"79553",79553,840,3,1,4,1,2,1,3,1,1,1,2,4,10,1,52,6,1,1400,0,1
"79554",79554,840,3,4,2,4,2,2,7,0,2,2,2,3,5,2,48,5,1,1250,64,1
"79555",79555,840,2,4,4,2,2,1,2,2,1,1,1,1,10,1,37,9,1,1400,64,1
"79556",79556,840,1,4,5,1,2,1,1,2,1,1,1,1,10,1,76,6,4,1400,64,1
"79557",79557,840,3,4,1,2,1,1,7,0,2,2,2,3,5,1,44,6,1,1400,0,3
"79558",79558,840,2,-5,-5,-5,2,-5,-5,2,-5,-5,-5,1,-5,2,34,9,1,1400,-5,6
"79559",79559,840,3,4,4,4,2,2,7,0,1,4,2,4,9,1,22,4,7,8001,64,6
"79560",79560,840,1,2,2,1,2,1,2,2,1,2,1,1,10,2,38,7,1,1400,62,3
"79561",79561,840,1,2,5,4,2,1,2,1,1,1,1,1,10,2,72,5,4,1400,62,1
"79562",79562,840,1,1,2,2,2,8,2,2,1,2,1,1,10,1,65,5,4,200,62,3
"79563",79563,840,1,4,4,1,2,1,2,2,1,2,1,1,10,1,27,6,1,8001,53,1
"79564",79564,840,2,5,1,5,2,2,4,1,1,2,1,3,7,1,30,7,1,1400,64,1
"79565",79565,840,4,5,1,5,1,4,7,0,2,1,2,4,2,1,44,7,7,1400,0,6
"79566",79566,840,4,5,1,5,2,1,7,0,1,1,1,3,9,2,36,8,1,1400,0,3
"79567",79567,840,3,5,1,5,2,1,3,2,1,2,1,2,8,1,36,8,1,1400,62,3
"79568",79568,840,2,1,4,2,2,1,7,1,1,2,1,2,10,1,64,5,4,1400,0,1
"79569",79569,840,2,1,2,1,2,1,3,2,1,1,1,1,9,2,39,5,1,1400,64,1
"79570",79570,840,3,5,2,5,2,2,7,0,1,1,1,3,9,2,63,7,1,1400,0,1
"79571",79571,840,1,4,1,1,2,1,1,2,1,1,1,1,10,2,65,5,5,1400,62,5
"79572",79572,840,3,5,5,5,2,10,7,0,2,2,2,4,10,1,26,7,1,1400,0,6
"79573",79573,840,2,2,5,2,2,3,1,2,1,1,1,1,10,1,32,5,1,1400,62,6
"79574",79574,840,2,1,5,1,2,1,4,0,1,2,2,1,10,2,29,7,1,1400,0,6
"79575",79575,840,2,1,5,1,2,1,3,1,1,2,1,1,10,1,22,5,1,1400,0,6
"79576",79576,840,1,4,4,4,2,5,4,2,1,2,1,1,9,2,40,4,8,1400,62,6
"79577",79577,840,3,5,4,4,2,8,4,1,2,1,3,2,2,2,18,4,8,8000,0,6
"79578",79578,840,1,5,1,5,2,1,2,2,1,2,1,1,10,2,36,5,1,1400,64,1
"79579",79579,840,4,5,2,4,2,1,7,0,2,4,2,3,1,2,29,5,5,1400,0,1
"79580",79580,840,2,4,1,4,1,10,4,0,1,1,1,1,10,1,19,4,8,1250,64,6
"79581",79581,840,2,1,2,2,2,1,2,1,1,2,2,1,10,2,69,4,4,1400,62,1
"79582",79582,840,2,2,2,2,2,1,3,2,1,2,1,1,10,2,29,7,1,1400,64,6
"79583",79583,840,2,5,1,5,2,1,7,0,1,1,1,2,10,2,42,5,1,1400,0,1
"79584",79584,840,3,5,1,5,2,2,6,1,1,1,1,3,9,2,54,8,1,1400,64,5
"79585",79585,840,2,4,2,4,2,1,6,1,1,1,1,1,10,2,54,9,3,1250,62,1
"79586",79586,840,2,5,4,4,2,1,3,1,1,3,2,3,4,1,49,5,3,1400,64,1
"79587",79587,840,1,4,4,2,1,4,7,1,1,1,1,3,10,2,21,5,5,200,0,6
"79588",79588,840,4,5,1,5,2,1,6,1,1,2,1,1,10,1,48,7,3,200,0,3
"79589",79589,840,2,4,4,4,2,5,3,1,1,2,1,2,8,1,43,7,3,1400,64,4
"79590",79590,840,1,1,5,1,2,2,2,2,1,1,1,1,10,2,27,7,3,1400,64,1
"79591",79591,840,2,4,5,4,2,1,3,1,1,3,1,2,10,1,56,7,4,1400,62,1
"79592",79592,840,2,2,2,2,2,3,2,2,1,3,1,1,10,2,28,8,1,1400,62,1
"79593",79593,840,1,2,2,2,2,1,2,2,-2,2,1,1,10,2,36,5,1,1400,53,6
"79594",79594,840,1,4,4,4,2,1,2,2,1,1,1,1,10,2,69,5,4,1400,62,1
"79595",79595,840,2,2,2,2,2,-2,3,2,1,2,1,1,7,1,21,4,1,1400,62,6
"79596",79596,840,2,4,4,4,2,1,5,1,1,2,2,3,6,1,82,7,4,1400,62,5
"79597",79597,840,2,5,2,4,2,1,2,1,1,2,2,2,7,2,59,7,4,1400,62,5
"79598",79598,840,3,5,1,5,2,1,7,0,2,2,2,3,8,2,67,5,3,1400,62,1
"79599",79599,840,2,1,4,1,2,1,2,2,1,1,1,1,10,2,46,7,5,1400,62,1
"79600",79600,840,2,5,5,4,2,6,7,0,2,1,3,4,1,2,45,5,5,1400,0,1
"79601",79601,840,2,4,1,4,2,1,4,1,1,3,1,3,7,2,41,6,1,1400,64,1
"79602",79602,840,3,4,4,4,2,1,3,1,1,4,1,1,10,1,64,4,4,8000,53,3
"79603",79603,840,3,4,1,4,2,1,7,1,1,2,1,3,8,2,55,6,5,1400,64,1
"79604",79604,840,1,1,2,2,2,1,6,1,1,2,1,2,7,1,59,6,1,1400,62,1
"79605",79605,840,1,5,2,2,2,1,2,2,1,1,1,1,10,2,36,7,1,1400,53,1
"79606",79606,840,2,4,1,2,2,2,2,2,1,1,1,1,10,1,41,7,1,1400,64,1
"79607",79607,840,3,4,1,4,2,4,5,2,1,1,1,2,8,2,53,7,8,1400,62,1
"79608",79608,840,2,4,4,2,2,1,5,0,1,1,1,2,9,2,58,5,3,1400,62,1
"79609",79609,840,4,5,1,4,2,1,7,0,1,2,2,4,2,2,30,6,1,1400,0,1
"79610",79610,840,2,4,4,4,2,1,7,0,2,4,2,3,5,1,34,5,1,1400,0,1
"79611",79611,840,3,4,1,5,2,1,2,2,1,1,1,1,10,2,69,8,4,1400,53,1
"79612",79612,840,1,4,2,4,2,1,2,2,1,2,1,1,10,1,51,5,8,1400,0,3
"79613",79613,840,3,4,4,4,2,5,4,0,1,2,2,3,6,1,29,5,8,200,53,6
"79614",79614,840,2,5,4,4,2,1,2,2,1,1,2,3,10,1,43,7,1,1400,64,1
"79615",79615,840,1,1,4,1,2,1,2,2,1,1,1,1,10,2,40,5,1,1400,53,3
"79616",79616,840,3,4,4,4,2,1,7,0,2,2,2,3,4,1,27,5,1,1400,0,1
"79617",79617,840,3,1,1,4,2,1,5,0,1,2,2,3,10,1,58,5,1,1400,62,5
"79618",79618,840,2,5,2,4,2,1,4,0,1,2,1,2,9,2,51,7,8,1400,62,3
"79619",79619,840,3,5,1,5,2,1,7,0,1,1,2,3,3,2,18,4,8,1250,0,6
"79620",79620,840,1,4,2,2,2,1,2,2,1,2,1,1,10,2,61,7,8,8001,62,6
"79621",79621,840,3,5,2,5,1,3,6,0,1,3,3,4,2,2,30,7,1,1400,0,6
"79622",79622,840,2,1,-2,-2,2,4,-2,1,1,1,-2,1,-2,2,68,4,4,1400,-2,1
"79623",79623,840,2,1,4,2,2,3,4,1,2,2,1,2,6,1,26,9,1,1400,62,6
"79624",79624,840,2,2,2,2,2,1,3,2,1,1,1,1,10,2,44,4,5,1250,64,1
"79625",79625,840,2,4,4,4,2,4,6,1,1,2,2,1,10,2,27,5,5,200,0,6
"79626",79626,840,1,1,4,1,2,1,2,2,1,1,1,2,10,2,26,6,5,1400,53,1
"79627",79627,840,3,5,1,4,2,8,2,1,1,1,1,2,10,1,50,7,1,1250,64,1
"79628",79628,840,2,4,4,4,2,1,6,2,1,2,1,1,10,1,30,5,8,1250,53,1
"79629",79629,840,4,5,4,5,2,1,7,0,2,3,2,4,1,1,73,6,4,200,62,3
"79630",79630,840,2,4,4,2,2,2,4,1,1,2,1,2,10,2,62,6,4,1400,62,3
"79631",79631,840,4,5,5,5,1,4,7,0,2,1,3,2,1,1,19,5,8,1250,0,6
"79632",79632,840,2,4,2,4,2,1,6,1,1,4,1,1,10,2,63,5,4,1400,62,1
"79633",79633,840,2,5,2,5,2,2,2,2,1,1,1,2,6,1,35,9,1,1400,62,1
"79634",79634,840,2,4,4,4,2,1,6,1,1,1,1,2,8,2,24,6,5,1400,53,1
"79635",79635,840,1,4,1,1,2,1,1,2,1,1,1,1,10,2,72,5,4,1400,62,1
"79636",79636,840,3,4,1,5,1,5,7,0,1,1,1,2,10,2,61,8,4,1400,0,1
"79637",79637,840,2,5,5,5,2,4,7,0,2,2,2,3,5,2,56,7,3,1400,64,6
"79638",79638,840,3,5,2,4,2,1,6,1,1,3,1,2,5,2,58,6,1,1400,0,3
"79639",79639,840,2,4,1,4,2,1,4,1,1,1,1,2,10,1,28,7,1,1400,62,1
"79640",79640,840,2,2,4,2,2,3,3,2,1,2,1,1,10,2,33,7,1,1400,53,3
"79641",79641,840,4,4,1,5,2,2,7,0,1,3,2,4,5,2,39,5,1,1400,0,1
"79642",79642,840,3,4,1,5,1,1,4,0,1,2,2,3,7,2,22,7,1,1400,0,6
"79643",79643,840,1,1,5,1,2,1,2,2,1,1,1,1,10,2,63,5,3,1400,62,1
"79644",79644,840,3,-2,-2,-2,2,-2,7,0,2,2,2,3,4,1,27,5,1,1400,0,1
"79645",79645,840,1,4,1,4,2,1,2,2,1,2,1,1,1,1,41,5,3,8001,53,6
"79646",79646,840,2,4,4,4,2,1,2,2,1,1,1,1,10,2,27,6,5,1400,62,1
"79647",79647,840,2,5,1,5,2,1,7,0,2,1,2,4,1,1,44,7,1,1400,42,6
"79648",79648,840,1,2,2,2,2,1,2,2,1,2,1,2,10,1,56,5,4,200,53,1
"79649",79649,840,1,2,2,2,2,1,5,1,1,2,1,1,10,1,49,5,3,1400,0,1
"79650",79650,840,2,4,2,4,2,1,2,2,1,1,1,2,9,2,32,8,5,1400,64,1
"79651",79651,840,1,4,1,4,2,1,3,0,1,1,2,2,10,1,46,8,1,8000,49,1
"79652",79652,840,1,2,4,2,2,2,2,2,1,1,1,1,10,1,57,7,1,1400,53,1
"79653",79653,840,3,5,1,5,2,2,7,0,1,1,2,4,5,2,54,6,2,1400,0,1
"79654",79654,840,2,5,5,4,2,2,5,1,1,1,1,2,10,1,58,9,3,200,62,1
"79655",79655,840,2,4,1,4,2,3,3,2,2,2,1,2,5,1,51,7,1,1400,64,1
"79656",79656,840,3,5,4,5,2,4,4,1,1,1,1,2,10,2,55,7,1,1400,62,1
"79657",79657,840,2,2,4,2,2,1,2,2,1,1,1,1,10,1,25,6,3,1400,53,1
"79658",79658,840,2,4,2,2,2,1,4,1,1,2,2,2,10,2,42,7,1,8001,53,3
"79659",79659,840,3,4,4,4,1,2,6,0,1,3,3,4,3,1,46,4,1,1250,0,3
"79660",79660,840,2,2,2,2,2,5,3,2,2,2,1,3,10,2,30,5,1,200,0,4
"79661",79661,840,2,4,4,4,2,1,7,0,1,1,2,3,7,2,33,7,5,1400,0,1
"79662",79662,840,2,4,4,4,1,4,3,2,1,1,1,2,10,2,72,4,4,1250,64,1
"79663",79663,840,3,4,4,4,2,7,4,2,1,1,1,2,10,1,28,4,1,1400,0,1
"79664",79664,840,3,5,2,4,1,1,7,0,1,1,1,3,10,2,58,3,1,1400,0,1
"79665",79665,840,3,4,4,4,1,2,3,0,1,2,1,1,5,2,28,3,7,1250,64,6
"79666",79666,840,2,2,1,2,2,2,1,0,1,1,1,1,10,1,56,6,8,8001,62,1
"79667",79667,840,2,1,2,2,2,1,1,2,1,1,1,1,10,2,45,4,1,200,53,3
"79668",79668,840,3,4,1,2,2,1,4,1,1,4,1,1,10,2,24,6,1,1250,64,6
"79669",79669,840,1,-5,-5,-5,2,-5,-5,2,-5,-5,-5,1,-5,2,48,4,8,1250,-5,6
"79670",79670,840,2,2,4,1,2,1,4,0,1,2,1,1,10,1,79,7,4,1400,62,3
"79671",79671,840,3,-2,4,4,1,1,7,0,2,2,1,3,8,1,48,4,1,1400,0,1
"79672",79672,840,2,4,4,4,1,5,5,1,2,2,2,2,5,1,32,5,1,1250,64,1
"79673",79673,840,1,4,2,4,2,1,7,0,1,2,1,2,10,2,22,5,1,200,53,6
"79674",79674,840,2,4,2,4,2,1,7,0,2,3,2,3,7,1,70,5,4,1400,64,1
"79675",79675,840,3,5,1,4,2,1,7,0,1,2,2,3,9,1,56,7,1,1400,0,1
"79676",79676,840,3,5,1,5,2,3,3,1,2,3,2,3,3,1,22,6,1,1400,53,6
"79677",79677,840,2,4,2,4,1,2,5,1,1,1,1,3,6,1,47,5,8,1250,64,4
"79678",79678,840,2,4,2,2,2,1,7,0,1,2,1,3,9,2,26,6,5,1400,0,3
"79679",79679,840,2,1,2,2,2,1,2,2,1,1,1,2,10,2,63,9,8,1400,62,3
"79680",79680,840,3,2,2,2,2,5,7,0,1,2,2,2,5,1,48,6,1,1250,53,3
"79681",79681,840,1,4,4,4,2,1,3,1,1,1,1,2,8,2,29,8,1,1400,62,6
"79682",79682,840,3,4,4,4,2,4,4,0,2,3,2,4,1,1,25,4,1,1400,0,1
"79683",79683,840,2,5,1,5,1,1,7,0,2,3,2,2,1,1,50,8,1,8000,0,4
"79684",79684,840,3,4,4,4,1,1,3,1,1,1,1,2,9,2,84,6,4,1400,62,3
"79685",79685,840,3,5,1,5,2,2,2,2,1,2,1,2,9,1,42,9,1,1400,62,1
"79686",79686,840,-5,-5,-5,-5,-5,-5,-5,1,-5,-5,-5,1,-5,2,45,4,8,200,-5,6
"79687",79687,840,-5,-5,-5,-5,-2,-5,-5,-2,-5,-5,-5,-2,-5,2,56,4,4,1400,-5,1
"79688",79688,840,2,2,2,1,2,-5,6,1,1,1,1,1,10,2,46,3,1,1250,0,6
"79689",79689,840,2,1,1,1,2,1,4,1,1,4,1,1,10,2,51,5,5,8001,62,1
"79690",79690,840,4,5,1,5,2,1,7,0,2,2,3,4,1,2,39,7,3,1400,0,6
"79691",79691,840,2,-5,-5,-5,2,-5,-5,1,-5,-5,-5,2,-5,2,45,5,1,1400,-5,1
"79692",79692,840,3,2,2,4,2,1,5,1,1,3,1,2,10,2,25,5,1,1400,0,6
"79693",79693,840,3,4,4,4,2,2,7,1,1,2,1,2,6,1,71,5,4,1400,64,1
"79694",79694,840,2,4,4,4,2,1,7,0,2,2,1,3,5,1,42,5,1,1400,0,1
"79695",79695,840,1,2,4,2,2,1,2,2,1,2,1,2,8,1,56,8,1,1400,64,6
"79696",79696,840,2,1,4,2,2,1,7,0,1,1,1,1,10,2,26,4,8,1400,53,6
"79697",79697,840,3,4,4,5,1,1,7,0,1,2,2,3,1,2,23,6,1,200,53,6
"79698",79698,840,2,5,1,5,2,4,3,1,1,2,1,2,9,1,44,8,1,1400,62,1
"79699",79699,840,4,5,1,5,2,1,7,0,1,2,1,4,6,1,53,5,1,1400,0,1
"79700",79700,840,1,4,4,4,2,1,6,1,1,2,1,2,10,2,63,6,1,1400,62,1
"79701",79701,840,1,5,5,5,2,1,3,2,1,2,1,2,9,2,34,9,1,1400,64,6
"79702",79702,840,3,4,2,4,2,1,6,0,1,2,1,3,7,2,55,5,1,1400,0,1
"79703",79703,840,2,5,4,4,2,2,3,2,1,2,1,2,8,1,38,8,8,1400,62,1
"79704",79704,840,3,4,2,2,1,5,6,0,1,2,2,3,6,1,24,5,1,1400,0,6
"79705",79705,840,3,1,1,4,2,2,7,0,1,2,2,2,8,1,59,5,8,200,0,6
"79706",79706,840,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,-5,2,32,4,1,1400,-5,1
"79707",79707,840,2,2,4,1,2,1,5,1,1,1,1,2,10,2,59,5,3,8001,53,3
"79708",79708,840,3,4,1,5,2,2,4,1,1,2,1,2,7,2,32,7,1,1400,62,1
"79709",79709,840,3,5,2,1,2,1,7,0,2,3,2,3,3,1,28,7,1,1400,0,1
"79710",79710,840,2,4,4,4,2,1,5,2,1,2,1,1,10,2,45,5,1,1400,64,1
"79711",79711,840,2,4,4,4,2,1,2,2,1,2,1,1,10,1,62,8,4,1250,62,1
"79712",79712,840,-5,-5,-5,-5,2,-5,-5,0,-5,-5,-5,3,-5,1,25,5,1,1250,-5,1
"79713",79713,840,3,2,1,4,2,1,7,1,1,2,1,3,8,1,58,6,4,1400,0,6
"79714",79714,840,1,4,1,2,2,1,2,2,1,1,1,1,10,2,51,5,3,1400,62,3
"79715",79715,840,1,4,5,2,2,1,1,2,1,3,1,1,10,1,37,7,1,200,53,4
"79716",79716,840,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,1,-5,2,28,6,1,1250,-5,6
"79717",79717,840,1,1,5,1,2,1,1,2,1,1,1,1,10,2,28,6,1,200,53,6
"79718",79718,840,3,4,1,1,2,1,7,0,2,2,2,-2,2,1,60,6,4,1400,0,1
"79719",79719,840,1,2,4,2,2,1,2,2,1,2,1,1,10,1,70,6,4,1400,62,1
"79720",79720,840,2,5,4,2,2,10,4,1,1,3,2,4,8,1,41,5,3,1400,64,1
"79721",79721,840,1,4,1,2,2,1,3,2,1,3,1,1,10,2,51,5,8,8001,53,3
"79722",79722,840,1,2,4,2,2,1,3,0,1,1,1,2,10,1,51,5,1,1250,64,6
"79723",79723,840,2,5,1,5,2,1,1,2,1,1,1,1,10,2,27,7,1,200,62,1
"79724",79724,840,1,2,5,1,2,1,2,2,1,1,1,1,9,2,25,7,1,1400,62,6
"79725",79725,840,2,4,1,5,2,4,7,0,1,1,2,3,5,1,38,4,1,1400,0,1
"79726",79726,840,1,1,2,1,2,1,1,2,1,3,1,1,10,1,60,5,1,1400,62,1
"79727",79727,840,2,4,5,5,2,1,6,0,2,3,1,2,9,1,55,4,4,8001,0,1
"79728",79728,840,-5,-5,-5,-5,2,-5,-5,1,-5,-5,-5,2,-5,2,36,7,1,1400,-5,1
"79729",79729,840,2,4,2,2,2,1,3,1,1,1,1,1,10,2,34,6,8,1250,64,1
